type,name,test,value
initialization-time,wavm,covariance,0.3560247139994317
initialization-time,wavm,correlation,0.3562327589988854
initialization-time,wavm,mvt,0.3580380259991216
initialization-time,wavm,bicg,0.35205647600014345
initialization-time,wavm,doitgen,0.3589570909989561
initialization-time,wavm,2mm,0.36094981899987033
initialization-time,wavm,atax,0.35053385799983516
initialization-time,wavm,3mm,0.3644969150009274
initialization-time,wavm,gesummv,0.3532185269996262
initialization-time,wavm,syrk,0.3565996830002405
initialization-time,wavm,gemm,0.3621361590012384
initialization-time,wavm,syr2k,0.3617970730010711
initialization-time,wavm,trmm,0.3626879059993371
initialization-time,wavm,gemver,0.3953614629990625
initialization-time,wavm,symm,0.38374649199977284
initialization-time,wavm,trisolv,0.363122315999135
initialization-time,wavm,durbin,0.3620016790009686
initialization-time,wavm,ludcmp,0.38005227399844443
initialization-time,wavm,gramschmidt,0.3771081359991513
initialization-time,wavm,cholesky,0.3756838509998488
initialization-time,wavm,lu,0.3717418110009021
initialization-time,wavm,floyd-warshall,0.36787760100014566
initialization-time,wavm,nussinov,0.3712764129995776
initialization-time,wavm,deriche,0.3774455130005663
initialization-time,wavm,heat-3d,0.3709772410002188
initialization-time,wavm,seidel-2d,0.36738762999993924
initialization-time,wavm,jacobi-2d,0.3701010540007701
initialization-time,wavm,adi,0.3766675379993103
initialization-time,wavm,fdtd-2d,0.3778881629987154
initialization-time,wavm,jacobi-1d,0.372642143000121
