type,name,test,value
initialization-time,wasmerllvm,covariance,0.7069491379988904
initialization-time,wasmerllvm,correlation,0.6955461390025448
initialization-time,wasmerllvm,mvt,0.6995115210011136
initialization-time,wasmerllvm,bicg,0.7028285500018683
initialization-time,wasmerllvm,doitgen,0.7066602780032554
initialization-time,wasmerllvm,2mm,0.6972659530001692
initialization-time,wasmerllvm,atax,0.6911649110006692
initialization-time,wasmerllvm,3mm,0.7043400889997429
initialization-time,wasmerllvm,gesummv,0.6934420319994388
initialization-time,wasmerllvm,syrk,0.6848266039996815
initialization-time,wasmerllvm,gemm,0.6899084110009426
initialization-time,wasmerllvm,syr2k,0.6891123489986057
initialization-time,wasmerllvm,trmm,0.6924968599996646
initialization-time,wasmerllvm,gemver,0.7066899910023494
initialization-time,wasmerllvm,symm,0.6957542979980644
initialization-time,wasmerllvm,trisolv,0.6902652809985739
initialization-time,wasmerllvm,durbin,0.6945246329996735
initialization-time,wasmerllvm,ludcmp,0.7239954329998
initialization-time,wasmerllvm,gramschmidt,0.6986780400002317
initialization-time,wasmerllvm,cholesky,0.6984463410008175
initialization-time,wasmerllvm,lu,0.6955155870018643
initialization-time,wasmerllvm,floyd-warshall,0.6861680649999471
initialization-time,wasmerllvm,nussinov,0.6911379080011102
initialization-time,wasmerllvm,deriche,0.6969199069972092
initialization-time,wasmerllvm,heat-3d,0.6930965880019357
initialization-time,wasmerllvm,seidel-2d,0.6962163370008057
initialization-time,wasmerllvm,jacobi-2d,0.7025478859977738
initialization-time,wasmerllvm,adi,0.7108819559980475
initialization-time,wasmerllvm,fdtd-2d,0.7020948310018866
initialization-time,wasmerllvm,jacobi-1d,0.686369402003038
