type,name,test,value
execution-time,wavmsimd,covariance,5.884561
execution-time,wavmsimd,correlation,5.941337
execution-time,wavmsimd,mvt,0.020696
execution-time,wavmsimd,bicg,0.009406
execution-time,wavmsimd,doitgen,0.548513
execution-time,wavmsimd,2mm,3.78291
execution-time,wavmsimd,atax,0.007173
execution-time,wavmsimd,3mm,6.520305
execution-time,wavmsimd,gesummv,0.004088
execution-time,wavmsimd,syrk,1.423604
execution-time,wavmsimd,gemm,1.198253
execution-time,wavmsimd,syr2k,5.125625
execution-time,wavmsimd,trmm,2.335388
execution-time,wavmsimd,gemver,0.025516
execution-time,wavmsimd,symm,3.353236
execution-time,wavmsimd,trisolv,0.002417
execution-time,wavmsimd,durbin,0.005066
execution-time,wavmsimd,ludcmp,8.273498
execution-time,wavmsimd,gramschmidt,10.195474
execution-time,wavmsimd,cholesky,1.52098
execution-time,wavmsimd,lu,8.468077
execution-time,wavmsimd,floyd-warshall,17.88754
execution-time,wavmsimd,nussinov,6.763778
execution-time,wavmsimd,deriche,0.227886
execution-time,wavmsimd,heat-3d,5.025861
execution-time,wavmsimd,seidel-2d,18.570396
execution-time,wavmsimd,jacobi-2d,2.965558
execution-time,wavmsimd,adi,8.324596
execution-time,wavmsimd,fdtd-2d,2.782388
execution-time,wavmsimd,jacobi-1d,0.001964
