type,name,test,value
execution-time,wasmer,covariance,6.643507
execution-time,wasmer,correlation,6.556027
execution-time,wasmer,mvt,0.031531
execution-time,wasmer,bicg,0.024579
execution-time,wasmer,doitgen,1.282098
execution-time,wasmer,2mm,7.491394
execution-time,wasmer,atax,0.02109
execution-time,wasmer,3mm,14.945129
execution-time,wasmer,gesummv,0.009779
execution-time,wasmer,syrk,3.518384
execution-time,wasmer,gemm,3.774739
execution-time,wasmer,syr2k,9.694952
execution-time,wasmer,trmm,2.763404
execution-time,wasmer,gemver,0.049196
execution-time,wasmer,symm,6.230539
execution-time,wasmer,trisolv,0.00445
execution-time,wasmer,durbin,0.012885
execution-time,wasmer,ludcmp,12.296808
execution-time,wasmer,gramschmidt,9.875838
execution-time,wasmer,cholesky,2.973628
execution-time,wasmer,lu,13.213962
execution-time,wasmer,floyd-warshall,86.672607
execution-time,wasmer,nussinov,12.999309
execution-time,wasmer,deriche,0.253952
execution-time,wasmer,heat-3d,11.687961
execution-time,wasmer,seidel-2d,21.622604
execution-time,wasmer,jacobi-2d,8.070217
execution-time,wasmer,adi,10.194463
execution-time,wasmer,fdtd-2d,7.509686
execution-time,wasmer,jacobi-1d,0.006023
