type,name,test,value
initialization-time,spidermonkey,covariance,0.027643873007036746
initialization-time,spidermonkey,correlation,0.02751996199367568
initialization-time,spidermonkey,mvt,0.027564416988752782
initialization-time,spidermonkey,bicg,0.027502103010192513
initialization-time,spidermonkey,doitgen,0.028083053010050207
initialization-time,spidermonkey,2mm,0.029075529018882662
initialization-time,spidermonkey,atax,0.03218801598995924
initialization-time,spidermonkey,3mm,0.031002480012830347
initialization-time,spidermonkey,gesummv,0.029943190049380064
initialization-time,spidermonkey,syrk,0.02906285901553929
initialization-time,spidermonkey,gemm,0.02900430397130549
initialization-time,spidermonkey,syr2k,0.028973605018109083
initialization-time,spidermonkey,trmm,0.02943588700145483
initialization-time,spidermonkey,gemver,0.03135741001460701
initialization-time,spidermonkey,symm,0.031365161994472146
initialization-time,spidermonkey,trisolv,0.03218116896459833
initialization-time,spidermonkey,durbin,0.02918921399395913
initialization-time,spidermonkey,ludcmp,0.028461350011639297
initialization-time,spidermonkey,gramschmidt,0.028092412976548076
initialization-time,spidermonkey,cholesky,0.029214747017249465
initialization-time,spidermonkey,lu,0.031833511020522565
initialization-time,spidermonkey,floyd-warshall,0.033801521989516914
initialization-time,spidermonkey,nussinov,0.031849659979343414
initialization-time,spidermonkey,deriche,0.0295731810037978
initialization-time,spidermonkey,heat-3d,0.028888094995636493
initialization-time,spidermonkey,seidel-2d,0.028745652991347015
initialization-time,spidermonkey,jacobi-2d,0.029898320033680648
initialization-time,spidermonkey,adi,0.033264590019825846
initialization-time,spidermonkey,fdtd-2d,0.030771680001635104
initialization-time,spidermonkey,jacobi-1d,0.032496867002919316
