type,name,test,value
execution-time,x8664generic,2mm,3.125941
execution-time,x8664generic,3mm,5.59272
execution-time,x8664generic,adi,8.369365
execution-time,x8664generic,atax,0.005813
execution-time,x8664generic,bicg,0.008873
execution-time,x8664generic,cholesky,1.400855
execution-time,x8664generic,correlation,5.594151
execution-time,x8664generic,covariance,5.645745
execution-time,x8664generic,deriche,0.23459
execution-time,x8664generic,doitgen,0.519397
execution-time,x8664generic,durbin,0.002728
execution-time,x8664generic,fdtd-2d,1.87
execution-time,x8664generic,floyd-warshall,12.839294
execution-time,x8664generic,gemm,0.638041
execution-time,x8664generic,gemver,0.022167
execution-time,x8664generic,gesummv,0.004392
execution-time,x8664generic,gramschmidt,10.165821
execution-time,x8664generic,heat-3d,2.021067
execution-time,x8664generic,jacobi-1d,0.000738
execution-time,x8664generic,jacobi-2d,1.623237
execution-time,x8664generic,lu,7.944414
execution-time,x8664generic,ludcmp,7.905635
execution-time,x8664generic,mvt,0.020033
execution-time,x8664generic,nussinov,6.067144
execution-time,x8664generic,seidel-2d,18.502859
execution-time,x8664generic,symm,3.22169
execution-time,x8664generic,syr2k,4.569963
execution-time,x8664generic,syrk,0.90396
execution-time,x8664generic,trisolv,0.002339
execution-time,x8664generic,trmm,2.200431
