type,name,test,value
initialization-time,wasmtimecraneliftoptimized,covariance,0.1636102819975349
initialization-time,wasmtimecraneliftoptimized,correlation,0.15140315600001486
initialization-time,wasmtimecraneliftoptimized,mvt,0.15537848299572943
initialization-time,wasmtimecraneliftoptimized,bicg,0.15070148200175026
initialization-time,wasmtimecraneliftoptimized,doitgen,0.15080346999457106
initialization-time,wasmtimecraneliftoptimized,2mm,0.15243393999844557
initialization-time,wasmtimecraneliftoptimized,atax,0.162165936002566
initialization-time,wasmtimecraneliftoptimized,3mm,0.15629245599848218
initialization-time,wasmtimecraneliftoptimized,gesummv,0.148629871000594
initialization-time,wasmtimecraneliftoptimized,syrk,0.14770922999741742
initialization-time,wasmtimecraneliftoptimized,gemm,0.14942420199804474
initialization-time,wasmtimecraneliftoptimized,syr2k,0.14494305499829352
initialization-time,wasmtimecraneliftoptimized,trmm,0.14799954699992668
initialization-time,wasmtimecraneliftoptimized,gemver,0.15460705899749883
initialization-time,wasmtimecraneliftoptimized,symm,0.1718377550059813
initialization-time,wasmtimecraneliftoptimized,trisolv,0.15088794400071492
initialization-time,wasmtimecraneliftoptimized,durbin,0.15684217200032435
initialization-time,wasmtimecraneliftoptimized,ludcmp,0.15877690000343136
initialization-time,wasmtimecraneliftoptimized,gramschmidt,0.15482099400105653
initialization-time,wasmtimecraneliftoptimized,cholesky,0.16196524699626025
initialization-time,wasmtimecraneliftoptimized,lu,0.15785626100114314
initialization-time,wasmtimecraneliftoptimized,floyd-warshall,0.15473749899683753
initialization-time,wasmtimecraneliftoptimized,nussinov,0.15321259100164752
initialization-time,wasmtimecraneliftoptimized,deriche,0.1569024670025101
initialization-time,wasmtimecraneliftoptimized,heat-3d,0.1599861740032793
initialization-time,wasmtimecraneliftoptimized,seidel-2d,0.147822165999969
initialization-time,wasmtimecraneliftoptimized,jacobi-2d,0.14947843400295824
initialization-time,wasmtimecraneliftoptimized,adi,0.14647371700266376
initialization-time,wasmtimecraneliftoptimized,fdtd-2d,0.15065181200043298
initialization-time,wasmtimecraneliftoptimized,jacobi-1d,0.1500111669956823
