type,name,test,value
execution-time,wasmtimecranelift,covariance,8.792585
execution-time,wasmtimecranelift,correlation,8.884938
execution-time,wasmtimecranelift,mvt,0.044109
execution-time,wasmtimecranelift,bicg,0.034033
execution-time,wasmtimecranelift,doitgen,2.66573
execution-time,wasmtimecranelift,2mm,12.876515
execution-time,wasmtimecranelift,atax,0.027593
execution-time,wasmtimecranelift,3mm,25.942595
execution-time,wasmtimecranelift,gesummv,0.017186
execution-time,wasmtimecranelift,syrk,5.591478
execution-time,wasmtimecranelift,gemm,7.035004
execution-time,wasmtimecranelift,syr2k,15.098485
execution-time,wasmtimecranelift,trmm,3.965561
execution-time,wasmtimecranelift,gemver,0.079348
execution-time,wasmtimecranelift,symm,8.813936
execution-time,wasmtimecranelift,trisolv,0.005937
execution-time,wasmtimecranelift,durbin,0.022395
execution-time,wasmtimecranelift,ludcmp,15.878906
execution-time,wasmtimecranelift,gramschmidt,13.228145
execution-time,wasmtimecranelift,cholesky,5.441708
execution-time,wasmtimecranelift,lu,20.886066
execution-time,wasmtimecranelift,floyd-warshall,147.055948
execution-time,wasmtimecranelift,nussinov,20.782876
execution-time,wasmtimecranelift,deriche,0.385521
execution-time,wasmtimecranelift,heat-3d,20.758479
execution-time,wasmtimecranelift,seidel-2d,21.6887
execution-time,wasmtimecranelift,jacobi-2d,15.781132
execution-time,wasmtimecranelift,adi,19.111267
execution-time,wasmtimecranelift,fdtd-2d,13.306228
execution-time,wasmtimecranelift,jacobi-1d,0.01171
