type,name,test,value
execution-time,wasmerllvm,covariance,7.203032
execution-time,wasmerllvm,correlation,7.328806
execution-time,wasmerllvm,mvt,0.043453
execution-time,wasmerllvm,bicg,0.023254
execution-time,wasmerllvm,doitgen,2.206229
execution-time,wasmerllvm,2mm,8.604087
execution-time,wasmerllvm,atax,0.027565
execution-time,wasmerllvm,3mm,16.268956
execution-time,wasmerllvm,gesummv,0.009033
execution-time,wasmerllvm,syrk,3.163028
execution-time,wasmerllvm,gemm,4.406187
execution-time,wasmerllvm,syr2k,8.746594
execution-time,wasmerllvm,trmm,3.268807
execution-time,wasmerllvm,gemver,0.06545
execution-time,wasmerllvm,symm,5.802298
execution-time,wasmerllvm,trisolv,0.008323
execution-time,wasmerllvm,durbin,0.017926
execution-time,wasmerllvm,ludcmp,13.997592
execution-time,wasmerllvm,gramschmidt,9.786083
execution-time,wasmerllvm,cholesky,5.489035
execution-time,wasmerllvm,lu,14.796183
execution-time,wasmerllvm,floyd-warshall,52.739478
execution-time,wasmerllvm,nussinov,12.2633
execution-time,wasmerllvm,deriche,0.469075
execution-time,wasmerllvm,heat-3d,20.416034
execution-time,wasmerllvm,seidel-2d,43.830924
execution-time,wasmerllvm,jacobi-2d,12.304045
execution-time,wasmerllvm,adi,21.105898
execution-time,wasmerllvm,fdtd-2d,9.642764
execution-time,wasmerllvm,jacobi-1d,0.008472
