type,name,test,value
execution-time,wasmer,covariance,6.609923
execution-time,wasmer,correlation,6.63805
execution-time,wasmer,mvt,0.031175
execution-time,wasmer,bicg,0.024559
execution-time,wasmer,doitgen,1.288304
execution-time,wasmer,2mm,7.402243
execution-time,wasmer,atax,0.021182
execution-time,wasmer,3mm,15.004558
execution-time,wasmer,gesummv,0.009822
execution-time,wasmer,syrk,3.468791
execution-time,wasmer,gemm,3.740262
execution-time,wasmer,syr2k,10.030166
execution-time,wasmer,trmm,2.760712
execution-time,wasmer,gemver,0.049314
execution-time,wasmer,symm,6.319184
execution-time,wasmer,trisolv,0.004503
execution-time,wasmer,durbin,0.012912
execution-time,wasmer,ludcmp,12.338775
execution-time,wasmer,gramschmidt,9.902473
execution-time,wasmer,cholesky,2.963955
execution-time,wasmer,lu,13.154275
execution-time,wasmer,floyd-warshall,83.962198
execution-time,wasmer,nussinov,12.86468
execution-time,wasmer,deriche,0.253086
execution-time,wasmer,heat-3d,11.448528
execution-time,wasmer,seidel-2d,21.636689
execution-time,wasmer,jacobi-2d,8.391667
execution-time,wasmer,adi,10.405704
execution-time,wasmer,fdtd-2d,7.256729
execution-time,wasmer,jacobi-1d,0.00649
