type,name,test,value
initialization-time,wasmtimecraneliftoptimized,covariance,0.14788942800078075
initialization-time,wasmtimecraneliftoptimized,correlation,0.14425977100108867
initialization-time,wasmtimecraneliftoptimized,mvt,0.14167420499870786
initialization-time,wasmtimecraneliftoptimized,bicg,0.15236143799847923
initialization-time,wasmtimecraneliftoptimized,doitgen,0.13842267799918773
initialization-time,wasmtimecraneliftoptimized,2mm,0.142688318999717
initialization-time,wasmtimecraneliftoptimized,atax,0.1423175589989114
initialization-time,wasmtimecraneliftoptimized,3mm,0.14400755099995877
initialization-time,wasmtimecraneliftoptimized,gesummv,0.15267108000261942
initialization-time,wasmtimecraneliftoptimized,syrk,0.13918139100132976
initialization-time,wasmtimecraneliftoptimized,gemm,0.14120093599922257
initialization-time,wasmtimecraneliftoptimized,syr2k,0.1425881989998743
initialization-time,wasmtimecraneliftoptimized,trmm,0.15831442300259368
initialization-time,wasmtimecraneliftoptimized,gemver,0.13760188699961873
initialization-time,wasmtimecraneliftoptimized,symm,0.15701425799852586
initialization-time,wasmtimecraneliftoptimized,trisolv,0.14397538900084328
initialization-time,wasmtimecraneliftoptimized,durbin,0.1414953420025995
initialization-time,wasmtimecraneliftoptimized,ludcmp,0.14743654399717343
initialization-time,wasmtimecraneliftoptimized,gramschmidt,0.1447360550009762
initialization-time,wasmtimecraneliftoptimized,cholesky,0.14333783600159222
initialization-time,wasmtimecraneliftoptimized,lu,0.1450215830009256
initialization-time,wasmtimecraneliftoptimized,floyd-warshall,0.13765668199994252
initialization-time,wasmtimecraneliftoptimized,nussinov,0.1452286070016271
initialization-time,wasmtimecraneliftoptimized,deriche,0.1414578719995916
initialization-time,wasmtimecraneliftoptimized,heat-3d,0.13795709400073974
initialization-time,wasmtimecraneliftoptimized,seidel-2d,0.14073690599980182
initialization-time,wasmtimecraneliftoptimized,jacobi-2d,0.14668494299985468
initialization-time,wasmtimecraneliftoptimized,adi,0.1431006230013736
initialization-time,wasmtimecraneliftoptimized,fdtd-2d,0.14599361199725536
initialization-time,wasmtimecraneliftoptimized,jacobi-1d,0.1438264460011851
