type,name,test,value
execution-time,x8664generic,2mm,3.131925
execution-time,x8664generic,3mm,5.778416
execution-time,x8664generic,adi,8.430157
execution-time,x8664generic,atax,0.006439
execution-time,x8664generic,bicg,0.009405
execution-time,x8664generic,cholesky,1.488148
execution-time,x8664generic,correlation,5.810682
execution-time,x8664generic,covariance,5.89349
execution-time,x8664generic,deriche,0.224062
execution-time,x8664generic,doitgen,0.527751
execution-time,x8664generic,durbin,0.004775
execution-time,x8664generic,fdtd-2d,2.067606
execution-time,x8664generic,floyd-warshall,13.751437
execution-time,x8664generic,gemm,0.760381
execution-time,x8664generic,gemver,0.024045
execution-time,x8664generic,gesummv,0.004835
execution-time,x8664generic,gramschmidt,10.461712
execution-time,x8664generic,heat-3d,2.457849
execution-time,x8664generic,jacobi-1d,0.000782
execution-time,x8664generic,jacobi-2d,1.664461
execution-time,x8664generic,lu,7.16084
execution-time,x8664generic,ludcmp,7.441648
execution-time,x8664generic,mvt,0.020143
execution-time,x8664generic,nussinov,5.749842
execution-time,x8664generic,seidel-2d,18.575442
execution-time,x8664generic,symm,3.675623
execution-time,x8664generic,syr2k,4.815445
execution-time,x8664generic,syrk,0.962389
execution-time,x8664generic,trisolv,0.003531
execution-time,x8664generic,trmm,2.233428
