type,name,test,value
execution-time,wasmer,covariance,7.263441
execution-time,wasmer,correlation,7.145114
execution-time,wasmer,mvt,0.033256
execution-time,wasmer,bicg,0.024678
execution-time,wasmer,doitgen,1.247889
execution-time,wasmer,2mm,7.934483
execution-time,wasmer,atax,0.021184
execution-time,wasmer,3mm,15.994211
execution-time,wasmer,gesummv,0.009874
execution-time,wasmer,syrk,3.845703
execution-time,wasmer,gemm,3.764316
execution-time,wasmer,syr2k,10.813319
execution-time,wasmer,trmm,2.968137
execution-time,wasmer,gemver,0.052688
execution-time,wasmer,symm,7.225757
execution-time,wasmer,trisolv,0.004561
execution-time,wasmer,durbin,0.012984
execution-time,wasmer,ludcmp,13.288584
execution-time,wasmer,gramschmidt,9.989488
execution-time,wasmer,cholesky,3.039155
execution-time,wasmer,lu,14.579381
execution-time,wasmer,floyd-warshall,81.85156
execution-time,wasmer,nussinov,13.789459
execution-time,wasmer,deriche,0.25883
execution-time,wasmer,heat-3d,11.638
execution-time,wasmer,seidel-2d,21.675366
execution-time,wasmer,jacobi-2d,7.927734
execution-time,wasmer,adi,9.938225
execution-time,wasmer,fdtd-2d,7.214215
execution-time,wasmer,jacobi-1d,0.006513
