type,name,test,value
initialization-time,wasmerllvm,covariance,0.6865174420017865
initialization-time,wasmerllvm,correlation,0.681606608995935
initialization-time,wasmerllvm,mvt,0.6822124509999412
initialization-time,wasmerllvm,bicg,0.6814604449973558
initialization-time,wasmerllvm,doitgen,0.6704899589967681
initialization-time,wasmerllvm,2mm,0.6797627870037104
initialization-time,wasmerllvm,atax,0.6665210439969087
initialization-time,wasmerllvm,3mm,0.7109347020013956
initialization-time,wasmerllvm,gesummv,0.6932725599981495
initialization-time,wasmerllvm,syrk,0.6860969150002347
initialization-time,wasmerllvm,gemm,0.6953604619993712
initialization-time,wasmerllvm,syr2k,0.6907469009966007
initialization-time,wasmerllvm,trmm,0.6909462769981474
initialization-time,wasmerllvm,gemver,0.714565729998867
initialization-time,wasmerllvm,symm,0.6939082030003192
initialization-time,wasmerllvm,trisolv,0.6979099909949582
initialization-time,wasmerllvm,durbin,0.6998438570008148
initialization-time,wasmerllvm,ludcmp,0.7165798650021316
initialization-time,wasmerllvm,gramschmidt,0.7056723510031588
initialization-time,wasmerllvm,cholesky,0.7011732030005078
initialization-time,wasmerllvm,lu,0.7151502540000365
initialization-time,wasmerllvm,floyd-warshall,0.7032932950023678
initialization-time,wasmerllvm,nussinov,0.6984001829987392
initialization-time,wasmerllvm,deriche,0.7053190349979559
initialization-time,wasmerllvm,heat-3d,0.7003697639956954
initialization-time,wasmerllvm,seidel-2d,0.6909629860019777
initialization-time,wasmerllvm,jacobi-2d,0.6942237229959574
initialization-time,wasmerllvm,adi,0.7224376369995298
initialization-time,wasmerllvm,fdtd-2d,0.7097729849992902
initialization-time,wasmerllvm,jacobi-1d,0.6933291819950682
