type,name,test,value
execution-time,wasmer,covariance,6.552221
execution-time,wasmer,correlation,6.614684
execution-time,wasmer,mvt,0.031113
execution-time,wasmer,bicg,0.024556
execution-time,wasmer,doitgen,1.305917
execution-time,wasmer,2mm,7.46204
execution-time,wasmer,atax,0.021114
execution-time,wasmer,3mm,14.698915
execution-time,wasmer,gesummv,0.01158
execution-time,wasmer,syrk,3.614225
execution-time,wasmer,gemm,3.735332
execution-time,wasmer,syr2k,9.792192
execution-time,wasmer,trmm,2.779647
execution-time,wasmer,gemver,0.048823
execution-time,wasmer,symm,6.208431
execution-time,wasmer,trisolv,0.004413
execution-time,wasmer,durbin,0.012777
execution-time,wasmer,ludcmp,11.8831
execution-time,wasmer,gramschmidt,9.860262
execution-time,wasmer,cholesky,2.955117
execution-time,wasmer,lu,13.318715
execution-time,wasmer,floyd-warshall,85.18354
execution-time,wasmer,nussinov,13.058185
execution-time,wasmer,deriche,0.250828
execution-time,wasmer,heat-3d,11.445353
execution-time,wasmer,seidel-2d,21.634406
execution-time,wasmer,jacobi-2d,8.353899
execution-time,wasmer,adi,10.379386
execution-time,wasmer,fdtd-2d,7.279136
execution-time,wasmer,jacobi-1d,0.006503
