type,name,test,value
initialization-time,spidermonkey,covariance,0.027729636000003666
initialization-time,spidermonkey,correlation,0.027452779992017895
initialization-time,spidermonkey,mvt,0.02808684197952971
initialization-time,spidermonkey,bicg,0.027334161975886673
initialization-time,spidermonkey,doitgen,0.02866005100077018
initialization-time,spidermonkey,2mm,0.02825513598509133
initialization-time,spidermonkey,atax,0.030336464988067746
initialization-time,spidermonkey,3mm,0.031067639007233083
initialization-time,spidermonkey,gesummv,0.030697220005095005
initialization-time,spidermonkey,syrk,0.029679005965590477
initialization-time,spidermonkey,gemm,0.028143797011580318
initialization-time,spidermonkey,syr2k,0.027680199942551553
initialization-time,spidermonkey,trmm,0.028510320000350475
initialization-time,spidermonkey,gemver,0.030066902982071042
initialization-time,spidermonkey,symm,0.03134462400339544
initialization-time,spidermonkey,trisolv,0.03225678001763299
initialization-time,spidermonkey,durbin,0.029948006966151297
initialization-time,spidermonkey,ludcmp,0.02983405499253422
initialization-time,spidermonkey,gramschmidt,0.03201508696656674
initialization-time,spidermonkey,cholesky,0.029517280054278672
initialization-time,spidermonkey,lu,0.03034505102550611
initialization-time,spidermonkey,floyd-warshall,0.03337089502019808
initialization-time,spidermonkey,nussinov,0.03458562004379928
initialization-time,spidermonkey,deriche,0.030563011998310685
initialization-time,spidermonkey,heat-3d,0.029111018986441195
initialization-time,spidermonkey,seidel-2d,0.028771349985618144
initialization-time,spidermonkey,jacobi-2d,0.03035083197755739
initialization-time,spidermonkey,adi,0.03180732700275257
initialization-time,spidermonkey,fdtd-2d,0.030972109991125762
initialization-time,spidermonkey,jacobi-1d,0.03262329398421571
