type,name,test,value
initialization-time,wavm,covariance,0.3511829700000817
initialization-time,wavm,correlation,0.3653904180027894
initialization-time,wavm,mvt,0.36093045699817594
initialization-time,wavm,bicg,0.3573896129964851
initialization-time,wavm,doitgen,0.35695127899816725
initialization-time,wavm,2mm,0.3636355499984347
initialization-time,wavm,atax,0.35476105300040217
initialization-time,wavm,3mm,0.354536035003548
initialization-time,wavm,gesummv,0.35452717800217215
initialization-time,wavm,syrk,0.34751941799913766
initialization-time,wavm,gemm,0.6628980929963291
initialization-time,wavm,syr2k,0.4109751840005629
initialization-time,wavm,trmm,0.5625114920039778
initialization-time,wavm,gemver,0.651564376996248
initialization-time,wavm,symm,0.6252894310018746
initialization-time,wavm,trisolv,0.788370832997316
initialization-time,wavm,durbin,0.6014153459982481
initialization-time,wavm,ludcmp,0.500239105997025
initialization-time,wavm,gramschmidt,0.4197017580008833
initialization-time,wavm,cholesky,0.4085545399939292
initialization-time,wavm,lu,0.44698976400104584
initialization-time,wavm,floyd-warshall,0.41941967899765586
initialization-time,wavm,nussinov,0.5099336760031292
initialization-time,wavm,deriche,0.3962015680008335
initialization-time,wavm,heat-3d,0.3966400400022394
initialization-time,wavm,seidel-2d,0.38795155999832787
initialization-time,wavm,jacobi-2d,0.38016098500520457
initialization-time,wavm,adi,0.38193808900541626
initialization-time,wavm,fdtd-2d,0.3811160270051914
initialization-time,wavm,jacobi-1d,0.3634679790047812
