type,name,test,value
execution-time,wasmerllvm,covariance,7.19846
execution-time,wasmerllvm,correlation,7.287311
execution-time,wasmerllvm,mvt,0.048144
execution-time,wasmerllvm,bicg,0.022319
execution-time,wasmerllvm,doitgen,2.187757
execution-time,wasmerllvm,2mm,8.857577
execution-time,wasmerllvm,atax,0.027249
execution-time,wasmerllvm,3mm,16.21476
execution-time,wasmerllvm,gesummv,0.009053
execution-time,wasmerllvm,syrk,3.085949
execution-time,wasmerllvm,gemm,4.388785
execution-time,wasmerllvm,syr2k,8.887947
execution-time,wasmerllvm,trmm,3.340772
execution-time,wasmerllvm,gemver,0.065348
execution-time,wasmerllvm,symm,6.051305
execution-time,wasmerllvm,trisolv,0.008317
execution-time,wasmerllvm,durbin,0.017781
execution-time,wasmerllvm,ludcmp,14.048083
execution-time,wasmerllvm,gramschmidt,9.844062
execution-time,wasmerllvm,cholesky,5.559253
execution-time,wasmerllvm,lu,14.907644
execution-time,wasmerllvm,floyd-warshall,72.257287
execution-time,wasmerllvm,nussinov,12.739949
execution-time,wasmerllvm,deriche,0.468963
execution-time,wasmerllvm,heat-3d,20.57154
execution-time,wasmerllvm,seidel-2d,43.836655
execution-time,wasmerllvm,jacobi-2d,12.627134
execution-time,wasmerllvm,adi,21.516001
execution-time,wasmerllvm,fdtd-2d,9.592391
execution-time,wasmerllvm,jacobi-1d,0.008453
