type,name,test,value
execution-time,nodejs,covariance,6.085
execution-time,nodejs,correlation,6.04
execution-time,nodejs,mvt,0.037
execution-time,nodejs,bicg,0.017
execution-time,nodejs,doitgen,0.85
execution-time,nodejs,2mm,5.741
execution-time,nodejs,atax,0.021
execution-time,nodejs,3mm,10.659
execution-time,nodejs,gesummv,0.011
execution-time,nodejs,syrk,1.928
execution-time,nodejs,gemm,2.752
execution-time,nodejs,syr2k,5.861
execution-time,nodejs,trmm,2.592
execution-time,nodejs,gemver,0.059
execution-time,nodejs,symm,4.385
execution-time,nodejs,trisolv,0.009
execution-time,nodejs,durbin,0.015
execution-time,nodejs,ludcmp,10.992
execution-time,nodejs,gramschmidt,9.638
execution-time,nodejs,cholesky,2.733
execution-time,nodejs,lu,11.51
execution-time,nodejs,floyd-warshall,39.693
execution-time,nodejs,nussinov,11.358
execution-time,nodejs,deriche,0.593
execution-time,nodejs,heat-3d,7.951
execution-time,nodejs,seidel-2d,19.657
execution-time,nodejs,jacobi-2d,5.987
execution-time,nodejs,adi,9.244
execution-time,nodejs,fdtd-2d,4.968
execution-time,nodejs,jacobi-1d,0.01
