type,name,test,value
execution-time,x8664generic,2mm,4.689202
execution-time,x8664generic,3mm,7.808789
execution-time,x8664generic,adi,13.441307
execution-time,x8664generic,atax,0.006918
execution-time,x8664generic,bicg,0.011803
execution-time,x8664generic,cholesky,1.990546
execution-time,x8664generic,correlation,8.360797
execution-time,x8664generic,covariance,8.374639
execution-time,x8664generic,deriche,0.43467
execution-time,x8664generic,doitgen,0.611013
execution-time,x8664generic,durbin,0.00336
execution-time,x8664generic,fdtd-2d,2.959578
execution-time,x8664generic,floyd-warshall,18.511396
execution-time,x8664generic,gemm,0.924922
execution-time,x8664generic,gemver,0.02895
execution-time,x8664generic,gesummv,0.004872
execution-time,x8664generic,gramschmidt,16.37404
execution-time,x8664generic,heat-3d,3.247742
execution-time,x8664generic,jacobi-1d,0.001046
execution-time,x8664generic,jacobi-2d,2.692804
execution-time,x8664generic,lu,9.723114
execution-time,x8664generic,ludcmp,10.019002
execution-time,x8664generic,mvt,0.024783
execution-time,x8664generic,nussinov,9.160954
execution-time,x8664generic,seidel-2d,22.139233
execution-time,x8664generic,symm,3.75538
execution-time,x8664generic,syr2k,6.042738
execution-time,x8664generic,syrk,1.515965
execution-time,x8664generic,trisolv,0.002738
execution-time,x8664generic,trmm,3.42561
