type,name,test,value
initialization-time,wasmerllvm,covariance,0.7157328579996829
initialization-time,wasmerllvm,correlation,0.7033893389998411
initialization-time,wasmerllvm,mvt,0.7143247919993883
initialization-time,wasmerllvm,bicg,0.7178154720004386
initialization-time,wasmerllvm,doitgen,0.6956310860005033
initialization-time,wasmerllvm,2mm,0.6986476049987687
initialization-time,wasmerllvm,atax,0.6936887289994047
initialization-time,wasmerllvm,3mm,0.7093578439998964
initialization-time,wasmerllvm,gesummv,0.7092068669990113
initialization-time,wasmerllvm,syrk,0.6899809559999994
initialization-time,wasmerllvm,gemm,0.6937796800011711
initialization-time,wasmerllvm,syr2k,0.6931504869990022
initialization-time,wasmerllvm,trmm,0.6895024369987368
initialization-time,wasmerllvm,gemver,0.7040393379993475
initialization-time,wasmerllvm,symm,0.6967765459994553
initialization-time,wasmerllvm,trisolv,0.6908482060007373
initialization-time,wasmerllvm,durbin,0.6885273070001858
initialization-time,wasmerllvm,ludcmp,0.7125861320000695
initialization-time,wasmerllvm,gramschmidt,0.7009199990006891
initialization-time,wasmerllvm,cholesky,0.6961050690006232
initialization-time,wasmerllvm,lu,0.7066841930009105
initialization-time,wasmerllvm,floyd-warshall,0.6960706760000903
initialization-time,wasmerllvm,nussinov,0.693489598999804
initialization-time,wasmerllvm,deriche,0.7036643120009103
initialization-time,wasmerllvm,heat-3d,0.7007527179994213
initialization-time,wasmerllvm,seidel-2d,0.7022232740000618
initialization-time,wasmerllvm,jacobi-2d,0.6916799390000961
initialization-time,wasmerllvm,adi,0.7306041219999315
initialization-time,wasmerllvm,fdtd-2d,0.7042159640004684
initialization-time,wasmerllvm,jacobi-1d,0.6840873539986205
