type,name,test,value
initialization-time,wasmtimecraneliftoptimized,covariance,0.14321160600047733
initialization-time,wasmtimecraneliftoptimized,correlation,0.1580647320006392
initialization-time,wasmtimecraneliftoptimized,mvt,0.14119446100085042
initialization-time,wasmtimecraneliftoptimized,bicg,0.14683539900033793
initialization-time,wasmtimecraneliftoptimized,doitgen,0.1463836299990362
initialization-time,wasmtimecraneliftoptimized,2mm,0.14325612900029228
initialization-time,wasmtimecraneliftoptimized,atax,0.1470321300002979
initialization-time,wasmtimecraneliftoptimized,3mm,0.15291383000112546
initialization-time,wasmtimecraneliftoptimized,gesummv,0.1487593010006094
initialization-time,wasmtimecraneliftoptimized,syrk,0.1396343579999666
initialization-time,wasmtimecraneliftoptimized,gemm,0.1431700910015934
initialization-time,wasmtimecraneliftoptimized,syr2k,0.13949099199999182
initialization-time,wasmtimecraneliftoptimized,trmm,0.14570083099897602
initialization-time,wasmtimecraneliftoptimized,gemver,0.13809507800033316
initialization-time,wasmtimecraneliftoptimized,symm,0.14783354599967424
initialization-time,wasmtimecraneliftoptimized,trisolv,0.14257087399892043
initialization-time,wasmtimecraneliftoptimized,durbin,0.14966728600120405
initialization-time,wasmtimecraneliftoptimized,ludcmp,0.14233986099861795
initialization-time,wasmtimecraneliftoptimized,gramschmidt,0.14297252199867216
initialization-time,wasmtimecraneliftoptimized,cholesky,0.1444334190000518
initialization-time,wasmtimecraneliftoptimized,lu,0.15797286899942264
initialization-time,wasmtimecraneliftoptimized,floyd-warshall,0.14282169900070585
initialization-time,wasmtimecraneliftoptimized,nussinov,0.1609040620005544
initialization-time,wasmtimecraneliftoptimized,deriche,0.1379022069995699
initialization-time,wasmtimecraneliftoptimized,heat-3d,0.14925857100024587
initialization-time,wasmtimecraneliftoptimized,seidel-2d,0.14393157999984396
initialization-time,wasmtimecraneliftoptimized,jacobi-2d,0.14334832799977448
initialization-time,wasmtimecraneliftoptimized,adi,0.14400957399993786
initialization-time,wasmtimecraneliftoptimized,fdtd-2d,0.1440375909987779
initialization-time,wasmtimecraneliftoptimized,jacobi-1d,0.146427396000945
