type,name,test,value
execution-time,wavmsimd,covariance,5.877436
execution-time,wavmsimd,correlation,5.911724
execution-time,wavmsimd,mvt,0.020587
execution-time,wavmsimd,bicg,0.009406
execution-time,wavmsimd,doitgen,0.532903
execution-time,wavmsimd,2mm,3.732315
execution-time,wavmsimd,atax,0.007196
execution-time,wavmsimd,3mm,6.506653
execution-time,wavmsimd,gesummv,0.004088
execution-time,wavmsimd,syrk,1.396091
execution-time,wavmsimd,gemm,1.170372
execution-time,wavmsimd,syr2k,5.137227
execution-time,wavmsimd,trmm,2.382635
execution-time,wavmsimd,gemver,0.025625
execution-time,wavmsimd,symm,3.39586
execution-time,wavmsimd,trisolv,0.00241
execution-time,wavmsimd,durbin,0.005069
execution-time,wavmsimd,ludcmp,8.13551
execution-time,wavmsimd,gramschmidt,10.251851
execution-time,wavmsimd,cholesky,1.510304
execution-time,wavmsimd,lu,8.48701
execution-time,wavmsimd,floyd-warshall,17.710575
execution-time,wavmsimd,nussinov,6.750079
execution-time,wavmsimd,deriche,0.228892
execution-time,wavmsimd,heat-3d,4.898058
execution-time,wavmsimd,seidel-2d,18.576571
execution-time,wavmsimd,jacobi-2d,2.979739
execution-time,wavmsimd,adi,8.341319
execution-time,wavmsimd,fdtd-2d,2.767931
execution-time,wavmsimd,jacobi-1d,0.00196
