type,name,test,value
execution-time,wavm,covariance,6.035279
execution-time,wavm,correlation,6.041147
execution-time,wavm,mvt,0.020757
execution-time,wavm,bicg,0.009384
execution-time,wavm,doitgen,0.533456
execution-time,wavm,2mm,4.022771
execution-time,wavm,atax,0.007165
execution-time,wavm,3mm,6.996459
execution-time,wavm,gesummv,0.004035
execution-time,wavm,syrk,1.436381
execution-time,wavm,gemm,1.229657
execution-time,wavm,syr2k,5.479622
execution-time,wavm,trmm,2.43358
execution-time,wavm,gemver,0.026169
execution-time,wavm,symm,3.587382
execution-time,wavm,trisolv,0.002395
execution-time,wavm,durbin,0.005038
execution-time,wavm,ludcmp,8.703952
execution-time,wavm,gramschmidt,10.309791
execution-time,wavm,cholesky,1.5267
execution-time,wavm,lu,9.132627
execution-time,wavm,floyd-warshall,18.421985
execution-time,wavm,nussinov,7.165232
execution-time,wavm,deriche,0.230887
execution-time,wavm,heat-3d,4.880188
execution-time,wavm,seidel-2d,18.642976
execution-time,wavm,jacobi-2d,2.907613
execution-time,wavm,adi,8.312233
execution-time,wavm,fdtd-2d,2.775721
execution-time,wavm,jacobi-1d,0.001961
