type,name,test,value
execution-time,wavmsimd,covariance,5.885077
execution-time,wavmsimd,correlation,5.878302
execution-time,wavmsimd,mvt,0.021289
execution-time,wavmsimd,bicg,0.009447
execution-time,wavmsimd,doitgen,0.555422
execution-time,wavmsimd,2mm,3.770403
execution-time,wavmsimd,atax,0.007181
execution-time,wavmsimd,3mm,6.270371
execution-time,wavmsimd,gesummv,0.004087
execution-time,wavmsimd,syrk,1.4017
execution-time,wavmsimd,gemm,1.177086
execution-time,wavmsimd,syr2k,5.132542
execution-time,wavmsimd,trmm,2.352559
execution-time,wavmsimd,gemver,0.026142
execution-time,wavmsimd,symm,3.389849
execution-time,wavmsimd,trisolv,0.002414
execution-time,wavmsimd,durbin,0.005076
execution-time,wavmsimd,ludcmp,8.208427
execution-time,wavmsimd,gramschmidt,10.233749
execution-time,wavmsimd,cholesky,1.511326
execution-time,wavmsimd,lu,8.403542
execution-time,wavmsimd,floyd-warshall,17.987412
execution-time,wavmsimd,nussinov,6.759399
execution-time,wavmsimd,deriche,0.229026
execution-time,wavmsimd,heat-3d,4.901241
execution-time,wavmsimd,seidel-2d,18.573229
execution-time,wavmsimd,jacobi-2d,2.955317
execution-time,wavmsimd,adi,8.337301
execution-time,wavmsimd,fdtd-2d,2.777785
execution-time,wavmsimd,jacobi-1d,0.001965
