type,name,test,value
execution-time,wasmer,covariance,6.742118
execution-time,wasmer,correlation,6.775282
execution-time,wasmer,mvt,0.031316
execution-time,wasmer,bicg,0.02448
execution-time,wasmer,doitgen,1.266489
execution-time,wasmer,2mm,7.962665
execution-time,wasmer,atax,0.021097
execution-time,wasmer,3mm,15.677037
execution-time,wasmer,gesummv,0.009793
execution-time,wasmer,syrk,3.836229
execution-time,wasmer,gemm,3.745559
execution-time,wasmer,syr2k,9.982839
execution-time,wasmer,trmm,2.915022
execution-time,wasmer,gemver,0.050184
execution-time,wasmer,symm,6.482402
execution-time,wasmer,trisolv,0.004415
execution-time,wasmer,durbin,0.012811
execution-time,wasmer,ludcmp,12.471266
execution-time,wasmer,gramschmidt,9.974679
execution-time,wasmer,cholesky,3.089776
execution-time,wasmer,lu,13.429866
execution-time,wasmer,floyd-warshall,86.478882
execution-time,wasmer,nussinov,13.572774
execution-time,wasmer,deriche,0.252332
execution-time,wasmer,heat-3d,11.441935
execution-time,wasmer,seidel-2d,21.548954
execution-time,wasmer,jacobi-2d,8.128657
execution-time,wasmer,adi,10.02801
execution-time,wasmer,fdtd-2d,7.055685
execution-time,wasmer,jacobi-1d,0.006389
