type,name,test,value
execution-time,wasmer,covariance,6.973477
execution-time,wasmer,correlation,7.239453
execution-time,wasmer,mvt,0.033216
execution-time,wasmer,bicg,0.024959
execution-time,wasmer,doitgen,1.251313
execution-time,wasmer,2mm,8.142385
execution-time,wasmer,atax,0.021273
execution-time,wasmer,3mm,16.209322
execution-time,wasmer,gesummv,0.00988
execution-time,wasmer,syrk,4.003255
execution-time,wasmer,gemm,3.774267
execution-time,wasmer,syr2k,10.647499
execution-time,wasmer,trmm,2.971349
execution-time,wasmer,gemver,0.053418
execution-time,wasmer,symm,7.071083
execution-time,wasmer,trisolv,0.004601
execution-time,wasmer,durbin,0.012931
execution-time,wasmer,ludcmp,13.150626
execution-time,wasmer,gramschmidt,10.029504
execution-time,wasmer,cholesky,3.077885
execution-time,wasmer,lu,14.294765
execution-time,wasmer,floyd-warshall,83.484273
execution-time,wasmer,nussinov,14.172005
execution-time,wasmer,deriche,0.259268
execution-time,wasmer,heat-3d,11.406276
execution-time,wasmer,seidel-2d,21.685261
execution-time,wasmer,jacobi-2d,7.990152
execution-time,wasmer,adi,9.93797
execution-time,wasmer,fdtd-2d,7.238539
execution-time,wasmer,jacobi-1d,0.006962
