type,name,test,value
execution-time,wasmer,covariance,6.6834
execution-time,wasmer,correlation,6.748538
execution-time,wasmer,mvt,0.031351
execution-time,wasmer,bicg,0.024474
execution-time,wasmer,doitgen,1.281512
execution-time,wasmer,2mm,7.664143
execution-time,wasmer,atax,0.021097
execution-time,wasmer,3mm,14.626553
execution-time,wasmer,gesummv,0.009772
execution-time,wasmer,syrk,3.54125
execution-time,wasmer,gemm,3.731228
execution-time,wasmer,syr2k,9.762341
execution-time,wasmer,trmm,2.75282
execution-time,wasmer,gemver,0.049229
execution-time,wasmer,symm,6.174347
execution-time,wasmer,trisolv,0.004416
execution-time,wasmer,durbin,0.012762
execution-time,wasmer,ludcmp,12.378012
execution-time,wasmer,gramschmidt,9.855019
execution-time,wasmer,cholesky,2.958832
execution-time,wasmer,lu,13.308075
execution-time,wasmer,floyd-warshall,83.337766
execution-time,wasmer,nussinov,12.855649
execution-time,wasmer,deriche,0.254668
execution-time,wasmer,heat-3d,11.399168
execution-time,wasmer,seidel-2d,21.61493
execution-time,wasmer,jacobi-2d,8.122696
execution-time,wasmer,adi,10.707114
execution-time,wasmer,fdtd-2d,7.420291
execution-time,wasmer,jacobi-1d,0.006833
