type,name,test,value
execution-time,nodejswasm,covariance,5.779
execution-time,nodejswasm,correlation,5.852
execution-time,nodejswasm,mvt,0.021
execution-time,nodejswasm,bicg,0.01
execution-time,nodejswasm,doitgen,0.576
execution-time,nodejswasm,2mm,4.331
execution-time,nodejswasm,atax,0.007
execution-time,nodejswasm,3mm,7.621
execution-time,nodejswasm,gesummv,0.004
execution-time,nodejswasm,syrk,1.552
execution-time,nodejswasm,gemm,1.79
execution-time,nodejswasm,syr2k,5.161
execution-time,nodejswasm,trmm,2.343
execution-time,nodejswasm,gemver,0.029
execution-time,nodejswasm,symm,3.673
execution-time,nodejswasm,trisolv,0.003
execution-time,nodejswasm,durbin,0.005
execution-time,nodejswasm,ludcmp,8.657
execution-time,nodejswasm,gramschmidt,10.048
execution-time,nodejswasm,cholesky,1.525
execution-time,nodejswasm,lu,8.928
execution-time,nodejswasm,floyd-warshall,35.351
execution-time,nodejswasm,nussinov,8.229
execution-time,nodejswasm,deriche,0.237
execution-time,nodejswasm,heat-3d,4.593
execution-time,nodejswasm,seidel-2d,20.542
execution-time,nodejswasm,jacobi-2d,2.913
execution-time,nodejswasm,adi,9.48
execution-time,nodejswasm,fdtd-2d,3.303
execution-time,nodejswasm,jacobi-1d,0.002
