type,name,test,value
execution-time,x8664generic,2mm,4.802366
execution-time,x8664generic,3mm,7.7804
execution-time,x8664generic,adi,11.129303
execution-time,x8664generic,atax,0.006456
execution-time,x8664generic,bicg,0.011539
execution-time,x8664generic,cholesky,1.922981
execution-time,x8664generic,correlation,8.897645
execution-time,x8664generic,covariance,8.811027
execution-time,x8664generic,deriche,0.359197
execution-time,x8664generic,doitgen,0.665847
execution-time,x8664generic,durbin,0.003468
execution-time,x8664generic,fdtd-2d,2.949776
execution-time,x8664generic,floyd-warshall,18.012124
execution-time,x8664generic,gemm,0.922721
execution-time,x8664generic,gemver,0.036066
execution-time,x8664generic,gesummv,0.004733
execution-time,x8664generic,gramschmidt,14.949673
execution-time,x8664generic,heat-3d,3.094332
execution-time,x8664generic,jacobi-1d,0.001093
execution-time,x8664generic,jacobi-2d,2.369433
execution-time,x8664generic,lu,10.112642
execution-time,x8664generic,ludcmp,9.958102
execution-time,x8664generic,mvt,0.024936
execution-time,x8664generic,nussinov,8.976198
execution-time,x8664generic,seidel-2d,21.703656
execution-time,x8664generic,symm,4.319304
execution-time,x8664generic,syr2k,6.144051
execution-time,x8664generic,syrk,1.49843
execution-time,x8664generic,trisolv,0.002745
execution-time,x8664generic,trmm,3.565923
