type,name,test,value
execution-time,wavmsimd,covariance,5.885368
execution-time,wavmsimd,correlation,5.869028
execution-time,wavmsimd,mvt,0.020992
execution-time,wavmsimd,bicg,0.009399
execution-time,wavmsimd,doitgen,0.546731
execution-time,wavmsimd,2mm,3.768707
execution-time,wavmsimd,atax,0.007176
execution-time,wavmsimd,3mm,6.484535
execution-time,wavmsimd,gesummv,0.004087
execution-time,wavmsimd,syrk,1.397069
execution-time,wavmsimd,gemm,1.167876
execution-time,wavmsimd,syr2k,5.172751
execution-time,wavmsimd,trmm,2.365078
execution-time,wavmsimd,gemver,0.026673
execution-time,wavmsimd,symm,3.411213
execution-time,wavmsimd,trisolv,0.002406
execution-time,wavmsimd,durbin,0.005058
execution-time,wavmsimd,ludcmp,8.205872
execution-time,wavmsimd,gramschmidt,10.273133
execution-time,wavmsimd,cholesky,1.512275
execution-time,wavmsimd,lu,8.352469
execution-time,wavmsimd,floyd-warshall,18.520058
execution-time,wavmsimd,nussinov,6.767132
execution-time,wavmsimd,deriche,0.229732
execution-time,wavmsimd,heat-3d,4.839975
execution-time,wavmsimd,seidel-2d,18.573909
execution-time,wavmsimd,jacobi-2d,2.940944
execution-time,wavmsimd,adi,8.347063
execution-time,wavmsimd,fdtd-2d,2.756856
execution-time,wavmsimd,jacobi-1d,0.00196
