type,name,test,value
execution-time,nodejswasm,covariance,5.793
execution-time,nodejswasm,correlation,5.904
execution-time,nodejswasm,mvt,0.02
execution-time,nodejswasm,bicg,0.009
execution-time,nodejswasm,doitgen,0.587
execution-time,nodejswasm,2mm,4.281
execution-time,nodejswasm,atax,0.007
execution-time,nodejswasm,3mm,7.711
execution-time,nodejswasm,gesummv,0.004
execution-time,nodejswasm,syrk,1.527
execution-time,nodejswasm,gemm,1.786
execution-time,nodejswasm,syr2k,5.162
execution-time,nodejswasm,trmm,2.312
execution-time,nodejswasm,gemver,0.028
execution-time,nodejswasm,symm,3.689
execution-time,nodejswasm,trisolv,0.002
execution-time,nodejswasm,durbin,0.004
execution-time,nodejswasm,ludcmp,8.927
execution-time,nodejswasm,gramschmidt,10.031
execution-time,nodejswasm,cholesky,1.528
execution-time,nodejswasm,lu,8.902
execution-time,nodejswasm,floyd-warshall,34.98
execution-time,nodejswasm,nussinov,8.126
execution-time,nodejswasm,deriche,0.237
execution-time,nodejswasm,heat-3d,4.54
execution-time,nodejswasm,seidel-2d,20.535
execution-time,nodejswasm,jacobi-2d,2.893
execution-time,nodejswasm,adi,8.91
execution-time,nodejswasm,fdtd-2d,3.172
execution-time,nodejswasm,jacobi-1d,0.002
