type,name,test,value
initialization-time,nodejs,covariance,0.03182532200298738
initialization-time,nodejs,correlation,0.030792439996730536
initialization-time,nodejs,mvt,0.030985534001956694
initialization-time,nodejs,bicg,0.03278655799658736
initialization-time,nodejs,doitgen,0.03140561399777653
initialization-time,nodejs,2mm,0.03491688399662962
initialization-time,nodejs,atax,0.034314033000555355
initialization-time,nodejs,3mm,0.033576322995941155
initialization-time,nodejs,gesummv,0.0320262340028421
initialization-time,nodejs,syrk,0.034110356005840003
initialization-time,nodejs,gemm,0.03197995100344997
initialization-time,nodejs,syr2k,0.03341588799958117
initialization-time,nodejs,trmm,0.036177210000460036
initialization-time,nodejs,gemver,0.035018353002669755
initialization-time,nodejs,symm,0.034716069996648
initialization-time,nodejs,trisolv,0.03354861400293885
initialization-time,nodejs,durbin,0.0343524449999677
initialization-time,nodejs,ludcmp,0.03517949199886061
initialization-time,nodejs,gramschmidt,0.03682426999876043
initialization-time,nodejs,cholesky,0.03660676199797308
initialization-time,nodejs,lu,0.03321882800082676
initialization-time,nodejs,floyd-warshall,0.033291647996520624
initialization-time,nodejs,nussinov,0.032766110001830384
initialization-time,nodejs,deriche,0.033643391005171
initialization-time,nodejs,heat-3d,0.033950334996916354
initialization-time,nodejs,seidel-2d,0.03378392099693883
initialization-time,nodejs,jacobi-2d,0.033181933002197184
initialization-time,nodejs,adi,0.03377191600156948
initialization-time,nodejs,fdtd-2d,0.03163969200249994
initialization-time,nodejs,jacobi-1d,0.034934987997985445
