type,name,test,value
execution-time,nodejs,covariance,6.097
execution-time,nodejs,correlation,6.089
execution-time,nodejs,mvt,0.038
execution-time,nodejs,bicg,0.017
execution-time,nodejs,doitgen,0.867
execution-time,nodejs,2mm,5.798
execution-time,nodejs,atax,0.022
execution-time,nodejs,3mm,9.976
execution-time,nodejs,gesummv,0.011
execution-time,nodejs,syrk,1.903
execution-time,nodejs,gemm,2.737
execution-time,nodejs,syr2k,5.911
execution-time,nodejs,trmm,2.515
execution-time,nodejs,gemver,0.06
execution-time,nodejs,symm,4.405
execution-time,nodejs,trisolv,0.008
execution-time,nodejs,durbin,0.015
execution-time,nodejs,ludcmp,10.952
execution-time,nodejs,gramschmidt,9.644
execution-time,nodejs,cholesky,2.627
execution-time,nodejs,lu,11.628
execution-time,nodejs,floyd-warshall,39.904
execution-time,nodejs,nussinov,11.128
execution-time,nodejs,deriche,0.594
execution-time,nodejs,heat-3d,8.007
execution-time,nodejs,seidel-2d,19.658
execution-time,nodejs,jacobi-2d,5.888
execution-time,nodejs,adi,9.136
execution-time,nodejs,fdtd-2d,4.867
execution-time,nodejs,jacobi-1d,0.009
