type,name,test,value
initialization-time,wavm,covariance,0.3594982210015587
initialization-time,wavm,correlation,0.36414672500177403
initialization-time,wavm,mvt,0.35517225300282007
initialization-time,wavm,bicg,0.3560458280007879
initialization-time,wavm,doitgen,0.3558439000007638
initialization-time,wavm,2mm,0.36812572400231147
initialization-time,wavm,atax,0.3672548350004945
initialization-time,wavm,3mm,0.3757287450025615
initialization-time,wavm,gesummv,0.3697339889986324
initialization-time,wavm,syrk,0.36695386199789937
initialization-time,wavm,gemm,0.3705711920010799
initialization-time,wavm,syr2k,0.37278772900026524
initialization-time,wavm,trmm,0.362834321000264
initialization-time,wavm,gemver,0.3704767000017455
initialization-time,wavm,symm,0.369117059999553
initialization-time,wavm,trisolv,0.3650353900011396
initialization-time,wavm,durbin,0.3699812689992541
initialization-time,wavm,ludcmp,0.3817346770010772
initialization-time,wavm,gramschmidt,0.3691771180019714
initialization-time,wavm,cholesky,0.3657893299969146
initialization-time,wavm,lu,0.36749998099912773
initialization-time,wavm,floyd-warshall,0.3662980199987942
initialization-time,wavm,nussinov,0.36761016200034646
initialization-time,wavm,deriche,0.3691183810005896
initialization-time,wavm,heat-3d,0.371225073999085
initialization-time,wavm,seidel-2d,0.3639391630022146
initialization-time,wavm,jacobi-2d,0.36973777399907704
initialization-time,wavm,adi,0.38075450399992405
initialization-time,wavm,fdtd-2d,0.38701201699950616
initialization-time,wavm,jacobi-1d,0.37331183399874135
