type,name,test,value
initialization-time,wavm,covariance,0.3555983869996453
initialization-time,wavm,correlation,0.34919589800028916
initialization-time,wavm,mvt,0.3518734230001428
initialization-time,wavm,bicg,0.35160089400005745
initialization-time,wavm,doitgen,0.3556716130001405
initialization-time,wavm,2mm,0.3515227180000693
initialization-time,wavm,atax,0.34724402900019413
initialization-time,wavm,3mm,0.3558528280000246
initialization-time,wavm,gesummv,0.3476222869999219
initialization-time,wavm,syrk,0.34911691199977213
initialization-time,wavm,gemm,0.34742584800005716
initialization-time,wavm,syr2k,0.3524984770001538
initialization-time,wavm,trmm,0.3703878810001697
initialization-time,wavm,gemver,0.3723765450004066
initialization-time,wavm,symm,0.35703242899990073
initialization-time,wavm,trisolv,0.34872996600006445
initialization-time,wavm,durbin,0.3469243760000609
initialization-time,wavm,ludcmp,0.3862400399998478
initialization-time,wavm,gramschmidt,0.4323353559998395
initialization-time,wavm,cholesky,0.4034923190001791
initialization-time,wavm,lu,0.3824006840000038
initialization-time,wavm,floyd-warshall,0.37197168000011516
initialization-time,wavm,nussinov,0.37967525500016563
initialization-time,wavm,deriche,0.4153935879999153
initialization-time,wavm,heat-3d,0.44557496300012644
initialization-time,wavm,seidel-2d,0.35231365099980394
initialization-time,wavm,jacobi-2d,0.34935377800002243
initialization-time,wavm,adi,0.3551280649999171
initialization-time,wavm,fdtd-2d,0.3558714699997836
initialization-time,wavm,jacobi-1d,0.34423438299972986
