type,name,test,value
initialization-time,nodejswasm,covariance,0.040421991998300655
initialization-time,nodejswasm,correlation,0.03574620300059905
initialization-time,nodejswasm,mvt,0.039804390999051975
initialization-time,nodejswasm,bicg,0.04144509899924742
initialization-time,nodejswasm,doitgen,0.03963458799989894
initialization-time,nodejswasm,2mm,0.038297716000670334
initialization-time,nodejswasm,atax,0.03791387700039195
initialization-time,nodejswasm,3mm,0.04088697800034424
initialization-time,nodejswasm,gesummv,0.04132184499758296
initialization-time,nodejswasm,syrk,0.04112551200159942
initialization-time,nodejswasm,gemm,0.041338791997986846
initialization-time,nodejswasm,syr2k,0.03845185099999071
initialization-time,nodejswasm,trmm,0.03918225600136793
initialization-time,nodejswasm,gemver,0.04045120000228053
initialization-time,nodejswasm,symm,0.043947673999355175
initialization-time,nodejswasm,trisolv,0.041007024999998976
initialization-time,nodejswasm,durbin,0.038821804999315646
initialization-time,nodejswasm,ludcmp,0.04101324500152259
initialization-time,nodejswasm,gramschmidt,0.041065769000852015
initialization-time,nodejswasm,cholesky,0.040856327999790665
initialization-time,nodejswasm,lu,0.04091195100045297
initialization-time,nodejswasm,floyd-warshall,0.037968495998939034
initialization-time,nodejswasm,nussinov,0.037884936999034835
initialization-time,nodejswasm,deriche,0.04049903100167285
initialization-time,nodejswasm,heat-3d,0.04137513199748355
initialization-time,nodejswasm,seidel-2d,0.041198781997081824
initialization-time,nodejswasm,jacobi-2d,0.041423874001338845
initialization-time,nodejswasm,adi,0.0403885050000099
initialization-time,nodejswasm,fdtd-2d,0.040595157002826454
initialization-time,nodejswasm,jacobi-1d,0.04028801599997678
