type,name,test,value
initialization-time,nodejswasm,covariance,0.04327951400046004
initialization-time,nodejswasm,correlation,0.0417065419969731
initialization-time,nodejswasm,mvt,0.03922817899729125
initialization-time,nodejswasm,bicg,0.04166033799992874
initialization-time,nodejswasm,doitgen,0.04177651699865237
initialization-time,nodejswasm,2mm,0.04158060299960198
initialization-time,nodejswasm,atax,0.040170168002077844
initialization-time,nodejswasm,3mm,0.040675990996533073
initialization-time,nodejswasm,gesummv,0.04089762899820926
initialization-time,nodejswasm,syrk,0.042577435000566766
initialization-time,nodejswasm,gemm,0.04223666100006085
initialization-time,nodejswasm,syr2k,0.04273464499419788
initialization-time,nodejswasm,trmm,0.03776665999612305
initialization-time,nodejswasm,gemver,0.03979129700019257
initialization-time,nodejswasm,symm,0.04104935400391696
initialization-time,nodejswasm,trisolv,0.04236716699961107
initialization-time,nodejswasm,durbin,0.04278159600653453
initialization-time,nodejswasm,ludcmp,0.03852316700067604
initialization-time,nodejswasm,gramschmidt,0.03937597299955087
initialization-time,nodejswasm,cholesky,0.04204198899969924
initialization-time,nodejswasm,lu,0.04576869899756275
initialization-time,nodejswasm,floyd-warshall,0.039858873999037314
initialization-time,nodejswasm,nussinov,0.03650500499497866
initialization-time,nodejswasm,deriche,0.035065100993961096
initialization-time,nodejswasm,heat-3d,0.03866080000443617
initialization-time,nodejswasm,seidel-2d,0.038186946003406774
initialization-time,nodejswasm,jacobi-2d,0.03749856899958104
initialization-time,nodejswasm,adi,0.03623170100036077
initialization-time,nodejswasm,fdtd-2d,0.035539372998755425
initialization-time,nodejswasm,jacobi-1d,0.03547378399525769
