type,name,test,value
execution-time,wavmsimd,covariance,5.851102
execution-time,wavmsimd,correlation,5.962565
execution-time,wavmsimd,mvt,0.020582
execution-time,wavmsimd,bicg,0.0094
execution-time,wavmsimd,doitgen,0.564357
execution-time,wavmsimd,2mm,3.776931
execution-time,wavmsimd,atax,0.007177
execution-time,wavmsimd,3mm,6.434507
execution-time,wavmsimd,gesummv,0.00409
execution-time,wavmsimd,syrk,1.360679
execution-time,wavmsimd,gemm,1.170529
execution-time,wavmsimd,syr2k,5.08897
execution-time,wavmsimd,trmm,2.383199
execution-time,wavmsimd,gemver,0.026905
execution-time,wavmsimd,symm,3.370873
execution-time,wavmsimd,trisolv,0.002434
execution-time,wavmsimd,durbin,0.005068
execution-time,wavmsimd,ludcmp,8.181961
execution-time,wavmsimd,gramschmidt,10.23664
execution-time,wavmsimd,cholesky,1.509032
execution-time,wavmsimd,lu,8.436883
execution-time,wavmsimd,floyd-warshall,17.777308
execution-time,wavmsimd,nussinov,6.71468
execution-time,wavmsimd,deriche,0.228294
execution-time,wavmsimd,heat-3d,4.986601
execution-time,wavmsimd,seidel-2d,18.575072
execution-time,wavmsimd,jacobi-2d,2.994086
execution-time,wavmsimd,adi,8.315526
execution-time,wavmsimd,fdtd-2d,2.774233
execution-time,wavmsimd,jacobi-1d,0.00291
