type,name,test,value
execution-time,x8664generic,covariance,5.539971
execution-time,x8664generic,correlation,5.495829
execution-time,x8664generic,mvt,0.021806
execution-time,x8664generic,bicg,0.009349
execution-time,x8664generic,doitgen,0.523854
execution-time,x8664generic,2mm,3.035339
execution-time,x8664generic,atax,0.006076
execution-time,x8664generic,3mm,5.571592
execution-time,x8664generic,gesummv,0.004029
execution-time,x8664generic,syrk,0.895565
execution-time,x8664generic,gemm,0.761724
execution-time,x8664generic,syr2k,4.672708
execution-time,x8664generic,trmm,2.329391
execution-time,x8664generic,gemver,0.024869
execution-time,x8664generic,symm,3.297968
execution-time,x8664generic,trisolv,0.002648
execution-time,x8664generic,durbin,0.003304
execution-time,x8664generic,ludcmp,7.83439
execution-time,x8664generic,gramschmidt,10.14914
execution-time,x8664generic,cholesky,1.489217
execution-time,x8664generic,lu,8.13381
execution-time,x8664generic,floyd-warshall,14.528596
execution-time,x8664generic,nussinov,6.064434
execution-time,x8664generic,deriche,0.227423
execution-time,x8664generic,heat-3d,2.537917
execution-time,x8664generic,seidel-2d,18.584184
execution-time,x8664generic,jacobi-2d,1.750806
execution-time,x8664generic,adi,8.417703
execution-time,x8664generic,fdtd-2d,2.24538
execution-time,x8664generic,jacobi-1d,0.000865
