type,name,test,value
execution-time,wavm,2mm,3.657657
execution-time,wavm,3mm,6.201013
execution-time,wavm,adi,8.30424
execution-time,wavm,atax,0.007169
execution-time,wavm,bicg,0.009447
execution-time,wavm,cholesky,1.509165
execution-time,wavm,correlation,7.097764
execution-time,wavm,covariance,6.840736
execution-time,wavm,deriche,0.227555
execution-time,wavm,doitgen,0.547383
execution-time,wavm,durbin,0.005219
execution-time,wavm,fdtd-2d,2.80246
execution-time,wavm,floyd-warshall,18.866014
execution-time,wavm,gemm,1.298076
execution-time,wavm,gemver,0.025992
execution-time,wavm,gesummv,0.004091
execution-time,wavm,gramschmidt,10.228583
execution-time,wavm,heat-3d,4.837344
execution-time,wavm,jacobi-1d,0.001966
execution-time,wavm,jacobi-2d,2.936951
execution-time,wavm,lu,8.22081
execution-time,wavm,ludcmp,8.210351
execution-time,wavm,mvt,0.020484
execution-time,wavm,nussinov,6.546083
execution-time,wavm,seidel-2d,18.572276
execution-time,wavm,symm,3.683558
execution-time,wavm,syr2k,5.172693
execution-time,wavm,syrk,1.545389
execution-time,wavm,trisolv,0.002556
execution-time,wavm,trmm,2.354156
