type,name,test,value
initialization-time,spidermonkey,covariance,0.02723756799241528
initialization-time,spidermonkey,correlation,0.027038536965847015
initialization-time,spidermonkey,mvt,0.027184482954908162
initialization-time,spidermonkey,bicg,0.026861307967919856
initialization-time,spidermonkey,doitgen,0.027058826992288232
initialization-time,spidermonkey,2mm,0.027934130979701877
initialization-time,spidermonkey,atax,0.034487198980059475
initialization-time,spidermonkey,3mm,0.03347708500223234
initialization-time,spidermonkey,gesummv,0.03338884498225525
initialization-time,spidermonkey,syrk,0.030451836995780468
initialization-time,spidermonkey,gemm,0.02812661702046171
initialization-time,spidermonkey,syr2k,0.0282447449862957
initialization-time,spidermonkey,trmm,0.030813482007943094
initialization-time,spidermonkey,gemver,0.03135059104533866
initialization-time,spidermonkey,symm,0.030438483983743936
initialization-time,spidermonkey,trisolv,0.031145856017246842
initialization-time,spidermonkey,durbin,0.028556241013575345
initialization-time,spidermonkey,ludcmp,0.028783673013094813
initialization-time,spidermonkey,gramschmidt,0.026889747998211533
initialization-time,spidermonkey,cholesky,0.029577040986623615
initialization-time,spidermonkey,lu,0.0315033090300858
initialization-time,spidermonkey,floyd-warshall,0.031426947040017694
initialization-time,spidermonkey,nussinov,0.03200016700429842
initialization-time,spidermonkey,deriche,0.03148602700093761
initialization-time,spidermonkey,heat-3d,0.031126646033953875
initialization-time,spidermonkey,seidel-2d,0.029410074988845736
initialization-time,spidermonkey,jacobi-2d,0.028125851007644087
initialization-time,spidermonkey,adi,0.03081266803201288
initialization-time,spidermonkey,fdtd-2d,0.033069982018787414
initialization-time,spidermonkey,jacobi-1d,0.03264923900132999
