type,name,test,value
initialization-time,wasmtimecraneliftoptimized,covariance,0.14751952300139237
initialization-time,wasmtimecraneliftoptimized,correlation,0.15028284899744904
initialization-time,wasmtimecraneliftoptimized,mvt,0.16291250699578086
initialization-time,wasmtimecraneliftoptimized,bicg,0.14532333800161723
initialization-time,wasmtimecraneliftoptimized,doitgen,0.143834878996131
initialization-time,wasmtimecraneliftoptimized,2mm,0.14827260699530598
initialization-time,wasmtimecraneliftoptimized,atax,0.14091777100111358
initialization-time,wasmtimecraneliftoptimized,3mm,0.14934925900161033
initialization-time,wasmtimecraneliftoptimized,gesummv,0.14315565500146477
initialization-time,wasmtimecraneliftoptimized,syrk,0.14639724600419868
initialization-time,wasmtimecraneliftoptimized,gemm,0.14462205000018002
initialization-time,wasmtimecraneliftoptimized,syr2k,0.1505539440040593
initialization-time,wasmtimecraneliftoptimized,trmm,0.14684920199943008
initialization-time,wasmtimecraneliftoptimized,gemver,0.16193836899765301
initialization-time,wasmtimecraneliftoptimized,symm,0.14669201300421264
initialization-time,wasmtimecraneliftoptimized,trisolv,0.1594106889970135
initialization-time,wasmtimecraneliftoptimized,durbin,0.15406419499777257
initialization-time,wasmtimecraneliftoptimized,ludcmp,0.14873069899476832
initialization-time,wasmtimecraneliftoptimized,gramschmidt,0.14865544400527142
initialization-time,wasmtimecraneliftoptimized,cholesky,0.16588758699799655
initialization-time,wasmtimecraneliftoptimized,lu,0.14190861599490745
initialization-time,wasmtimecraneliftoptimized,floyd-warshall,0.15032721500028856
initialization-time,wasmtimecraneliftoptimized,nussinov,0.1505484980007168
initialization-time,wasmtimecraneliftoptimized,deriche,0.15015972800028976
initialization-time,wasmtimecraneliftoptimized,heat-3d,0.14837915299722226
initialization-time,wasmtimecraneliftoptimized,seidel-2d,0.15520455699879676
initialization-time,wasmtimecraneliftoptimized,jacobi-2d,0.1461321719980333
initialization-time,wasmtimecraneliftoptimized,adi,0.14935395299835363
initialization-time,wasmtimecraneliftoptimized,fdtd-2d,0.15249342599418014
initialization-time,wasmtimecraneliftoptimized,jacobi-1d,0.14860628900351003
