type,name,test,value
execution-time,x8664generic,2mm,2.932425
execution-time,x8664generic,3mm,5.59381
execution-time,x8664generic,adi,9.061116
execution-time,x8664generic,atax,0.005853
execution-time,x8664generic,bicg,0.009345
execution-time,x8664generic,cholesky,1.504029
execution-time,x8664generic,correlation,5.533727
execution-time,x8664generic,covariance,5.720349
execution-time,x8664generic,deriche,0.268247
execution-time,x8664generic,doitgen,0.519785
execution-time,x8664generic,durbin,0.002667
execution-time,x8664generic,fdtd-2d,2.233948
execution-time,x8664generic,floyd-warshall,14.217375
execution-time,x8664generic,gemm,0.765617
execution-time,x8664generic,gemver,0.023416
execution-time,x8664generic,gesummv,0.00449
execution-time,x8664generic,gramschmidt,10.804607
execution-time,x8664generic,heat-3d,3.397865
execution-time,x8664generic,jacobi-1d,0.000775
execution-time,x8664generic,jacobi-2d,2.359376
execution-time,x8664generic,lu,8.165538
execution-time,x8664generic,ludcmp,7.720053
execution-time,x8664generic,mvt,0.019792
execution-time,x8664generic,nussinov,5.95155
execution-time,x8664generic,seidel-2d,19.043519
execution-time,x8664generic,symm,3.108299
execution-time,x8664generic,syr2k,4.697238
execution-time,x8664generic,syrk,1.039517
execution-time,x8664generic,trisolv,0.002395
execution-time,x8664generic,trmm,2.238393
