type,name,test,value
initialization-time,nodejs,covariance,0.03246105200378224
initialization-time,nodejs,correlation,0.031016402004752308
initialization-time,nodejs,mvt,0.033383173002221156
initialization-time,nodejs,bicg,0.03236415299761575
initialization-time,nodejs,doitgen,0.031821277996641584
initialization-time,nodejs,2mm,0.03241199799958849
initialization-time,nodejs,atax,0.03716632600117009
initialization-time,nodejs,3mm,0.03316813599667512
initialization-time,nodejs,gesummv,0.03339614300057292
initialization-time,nodejs,syrk,0.03171077899605734
initialization-time,nodejs,gemm,0.030976281996117905
initialization-time,nodejs,syr2k,0.03582830599771114
initialization-time,nodejs,trmm,0.036023125001520384
initialization-time,nodejs,gemver,0.036013608005305286
initialization-time,nodejs,symm,0.034637053999176715
initialization-time,nodejs,trisolv,0.03354756899352651
initialization-time,nodejs,durbin,0.03317147800407838
initialization-time,nodejs,ludcmp,0.034001323001575656
initialization-time,nodejs,gramschmidt,0.036582908003765624
initialization-time,nodejs,cholesky,0.03584224700171035
initialization-time,nodejs,lu,0.03378553799848305
initialization-time,nodejs,floyd-warshall,0.034243337002408225
initialization-time,nodejs,nussinov,0.03387007600395009
initialization-time,nodejs,deriche,0.034085524996044114
initialization-time,nodejs,heat-3d,0.03530387300270377
initialization-time,nodejs,seidel-2d,0.035254992995760404
initialization-time,nodejs,jacobi-2d,0.03413679599907482
initialization-time,nodejs,adi,0.03475881399936043
initialization-time,nodejs,fdtd-2d,0.034504797993577085
initialization-time,nodejs,jacobi-1d,0.032270733994664624
