type,name,test,value
execution-time,wavmsimd,covariance,5.890046
execution-time,wavmsimd,correlation,5.872962
execution-time,wavmsimd,mvt,0.020404
execution-time,wavmsimd,bicg,0.009584
execution-time,wavmsimd,doitgen,0.569144
execution-time,wavmsimd,2mm,3.655984
execution-time,wavmsimd,atax,0.007172
execution-time,wavmsimd,3mm,6.42356
execution-time,wavmsimd,gesummv,0.004082
execution-time,wavmsimd,syrk,1.374481
execution-time,wavmsimd,gemm,1.192603
execution-time,wavmsimd,syr2k,5.161292
execution-time,wavmsimd,trmm,2.359074
execution-time,wavmsimd,gemver,0.02603
execution-time,wavmsimd,symm,3.427533
execution-time,wavmsimd,trisolv,0.002424
execution-time,wavmsimd,durbin,0.005055
execution-time,wavmsimd,ludcmp,8.093643
execution-time,wavmsimd,gramschmidt,10.267055
execution-time,wavmsimd,cholesky,1.511749
execution-time,wavmsimd,lu,8.458222
execution-time,wavmsimd,floyd-warshall,17.880912
execution-time,wavmsimd,nussinov,6.812896
execution-time,wavmsimd,deriche,0.227838
execution-time,wavmsimd,heat-3d,4.960023
execution-time,wavmsimd,seidel-2d,18.566324
execution-time,wavmsimd,jacobi-2d,2.969832
execution-time,wavmsimd,adi,8.338209
execution-time,wavmsimd,fdtd-2d,2.756183
execution-time,wavmsimd,jacobi-1d,0.001961
