type,name,test,value
initialization-time,wavm,covariance,0.3537628970007063
initialization-time,wavm,correlation,0.4440859160022228
initialization-time,wavm,mvt,0.3895616559966584
initialization-time,wavm,bicg,0.39782333199400455
initialization-time,wavm,doitgen,0.3809893830039073
initialization-time,wavm,2mm,0.3694697390019428
initialization-time,wavm,atax,0.35908010499406373
initialization-time,wavm,3mm,0.3619087640036014
initialization-time,wavm,gesummv,0.35363198800041573
initialization-time,wavm,syrk,0.3553288690018235
initialization-time,wavm,gemm,0.35254630599956727
initialization-time,wavm,syr2k,0.34970980499929283
initialization-time,wavm,trmm,0.35036151099484414
initialization-time,wavm,gemver,0.35531217699463014
initialization-time,wavm,symm,0.3533636740030488
initialization-time,wavm,trisolv,0.3488661540031899
initialization-time,wavm,durbin,0.34984837799856905
initialization-time,wavm,ludcmp,0.35684553300234256
initialization-time,wavm,gramschmidt,0.35589138400246156
initialization-time,wavm,cholesky,0.35975022099592024
initialization-time,wavm,lu,0.3552605040022172
initialization-time,wavm,floyd-warshall,0.34915821100003086
initialization-time,wavm,nussinov,0.35229485599847976
initialization-time,wavm,deriche,0.35591222799848765
initialization-time,wavm,heat-3d,0.3550340449946816
initialization-time,wavm,seidel-2d,0.3488746470029582
initialization-time,wavm,jacobi-2d,0.3522408080025343
initialization-time,wavm,adi,0.35768104800081346
initialization-time,wavm,fdtd-2d,0.35626032300206134
initialization-time,wavm,jacobi-1d,0.3495944049936952
