type,name,test,value
initialization-time,wasmtimecraneliftoptimized,covariance,0.1529518410025048
initialization-time,wasmtimecraneliftoptimized,correlation,0.1552699620006024
initialization-time,wasmtimecraneliftoptimized,mvt,0.14795535700250184
initialization-time,wasmtimecraneliftoptimized,bicg,0.14814026900057797
initialization-time,wasmtimecraneliftoptimized,doitgen,0.1516868010003236
initialization-time,wasmtimecraneliftoptimized,2mm,0.15878295899892692
initialization-time,wasmtimecraneliftoptimized,atax,0.16154891999758547
initialization-time,wasmtimecraneliftoptimized,3mm,0.1568844329995045
initialization-time,wasmtimecraneliftoptimized,gesummv,0.16041928699996788
initialization-time,wasmtimecraneliftoptimized,syrk,0.14841616099874955
initialization-time,wasmtimecraneliftoptimized,gemm,0.15203982299863128
initialization-time,wasmtimecraneliftoptimized,syr2k,0.16519974900074885
initialization-time,wasmtimecraneliftoptimized,trmm,0.1487955510019674
initialization-time,wasmtimecraneliftoptimized,gemver,0.15343554100036272
initialization-time,wasmtimecraneliftoptimized,symm,0.15471565600091708
initialization-time,wasmtimecraneliftoptimized,trisolv,0.15217325799676473
initialization-time,wasmtimecraneliftoptimized,durbin,0.15128200500112143
initialization-time,wasmtimecraneliftoptimized,ludcmp,0.15416875799928675
initialization-time,wasmtimecraneliftoptimized,gramschmidt,0.15041096999993897
initialization-time,wasmtimecraneliftoptimized,cholesky,0.1529666689966689
initialization-time,wasmtimecraneliftoptimized,lu,0.15133123499981593
initialization-time,wasmtimecraneliftoptimized,floyd-warshall,0.15414773099837475
initialization-time,wasmtimecraneliftoptimized,nussinov,0.14940027699776692
initialization-time,wasmtimecraneliftoptimized,deriche,0.16635873800260015
initialization-time,wasmtimecraneliftoptimized,heat-3d,0.1510333449987229
initialization-time,wasmtimecraneliftoptimized,seidel-2d,0.15489309599797707
initialization-time,wasmtimecraneliftoptimized,jacobi-2d,0.15865870999914478
initialization-time,wasmtimecraneliftoptimized,adi,0.16718177999791806
initialization-time,wasmtimecraneliftoptimized,fdtd-2d,0.15103642999747535
initialization-time,wasmtimecraneliftoptimized,jacobi-1d,0.1540956440003356
