type,name,test,value
execution-time,x8664generic,covariance,5.883768
execution-time,x8664generic,correlation,5.662098
execution-time,x8664generic,mvt,0.019913
execution-time,x8664generic,bicg,0.010572
execution-time,x8664generic,doitgen,0.522475
execution-time,x8664generic,2mm,3.201334
execution-time,x8664generic,atax,0.006716
execution-time,x8664generic,3mm,5.891722
execution-time,x8664generic,gesummv,0.00476
execution-time,x8664generic,syrk,0.921712
execution-time,x8664generic,gemm,0.711273
execution-time,x8664generic,syr2k,4.824412
execution-time,x8664generic,trmm,2.162628
execution-time,x8664generic,gemver,0.025724
execution-time,x8664generic,symm,3.314547
execution-time,x8664generic,trisolv,0.002792
execution-time,x8664generic,durbin,0.003584
execution-time,x8664generic,ludcmp,6.872208
execution-time,x8664generic,gramschmidt,10.086288
execution-time,x8664generic,cholesky,1.492422
execution-time,x8664generic,lu,7.372007
execution-time,x8664generic,floyd-warshall,16.113578
execution-time,x8664generic,nussinov,5.941714
execution-time,x8664generic,deriche,0.229263
execution-time,x8664generic,heat-3d,2.499339
execution-time,x8664generic,seidel-2d,18.586106
execution-time,x8664generic,jacobi-2d,1.699415
execution-time,x8664generic,adi,8.414497
execution-time,x8664generic,fdtd-2d,2.139277
execution-time,x8664generic,jacobi-1d,0.000861
