type,name,test,value
execution-time,wasmtimecranelift,2mm,11.579505
execution-time,wasmtimecranelift,3mm,24.434659
execution-time,wasmtimecranelift,adi,18.485973
execution-time,wasmtimecranelift,atax,0.029203
execution-time,wasmtimecranelift,bicg,0.033951
execution-time,wasmtimecranelift,cholesky,5.717565
execution-time,wasmtimecranelift,correlation,9.502988
execution-time,wasmtimecranelift,covariance,8.941291
execution-time,wasmtimecranelift,deriche,0.373881
execution-time,wasmtimecranelift,doitgen,2.690473
execution-time,wasmtimecranelift,durbin,0.022799
execution-time,wasmtimecranelift,fdtd-2d,12.227752
execution-time,wasmtimecranelift,floyd-warshall,143.76772
execution-time,wasmtimecranelift,gemm,7.001256
execution-time,wasmtimecranelift,gemver,0.08057
execution-time,wasmtimecranelift,gesummv,0.017561
execution-time,wasmtimecranelift,gramschmidt,12.720865
execution-time,wasmtimecranelift,heat-3d,20.704417
execution-time,wasmtimecranelift,jacobi-1d,0.011123
execution-time,wasmtimecranelift,jacobi-2d,15.338119
execution-time,wasmtimecranelift,lu,18.06311
execution-time,wasmtimecranelift,ludcmp,13.259314
execution-time,wasmtimecranelift,mvt,0.044272
execution-time,wasmtimecranelift,nussinov,18.815608
execution-time,wasmtimecranelift,seidel-2d,21.568705
execution-time,wasmtimecranelift,symm,8.136941
execution-time,wasmtimecranelift,syr2k,14.002939
execution-time,wasmtimecranelift,syrk,5.278283
execution-time,wasmtimecranelift,trisolv,0.005931
execution-time,wasmtimecranelift,trmm,3.591456
