type,name,test,value
execution-time,wavm,covariance,5.752369
execution-time,wavm,correlation,5.75991
execution-time,wavm,mvt,0.020565
execution-time,wavm,bicg,0.009393
execution-time,wavm,doitgen,0.533498
execution-time,wavm,2mm,3.688847
execution-time,wavm,atax,0.007172
execution-time,wavm,3mm,6.336948
execution-time,wavm,gesummv,0.004084
execution-time,wavm,syrk,1.318699
execution-time,wavm,gemm,1.171142
execution-time,wavm,syr2k,4.995179
execution-time,wavm,trmm,2.308434
execution-time,wavm,gemver,0.026501
execution-time,wavm,symm,3.324067
execution-time,wavm,trisolv,0.002391
execution-time,wavm,durbin,0.005158
execution-time,wavm,ludcmp,7.963989
execution-time,wavm,gramschmidt,10.232584
execution-time,wavm,cholesky,1.504346
execution-time,wavm,lu,8.230271
execution-time,wavm,floyd-warshall,18.471869
execution-time,wavm,nussinov,6.499602
execution-time,wavm,deriche,0.234655
execution-time,wavm,heat-3d,4.819728
execution-time,wavm,seidel-2d,18.567794
execution-time,wavm,jacobi-2d,2.943257
execution-time,wavm,adi,8.338355
execution-time,wavm,fdtd-2d,2.758758
execution-time,wavm,jacobi-1d,0.00196
