type,name,test,value
initialization-time,wasmerllvm,covariance,0.7265316370030632
initialization-time,wasmerllvm,correlation,0.7029541779993451
initialization-time,wasmerllvm,mvt,0.6962534840058652
initialization-time,wasmerllvm,bicg,0.6931248629989568
initialization-time,wasmerllvm,doitgen,0.6917598169966368
initialization-time,wasmerllvm,2mm,0.6970171879947884
initialization-time,wasmerllvm,atax,0.6945999899980961
initialization-time,wasmerllvm,3mm,0.7175559980023536
initialization-time,wasmerllvm,gesummv,0.6952703639981337
initialization-time,wasmerllvm,syrk,0.6895206219996908
initialization-time,wasmerllvm,gemm,0.6889362160000019
initialization-time,wasmerllvm,syr2k,0.6939137209992623
initialization-time,wasmerllvm,trmm,0.6886562500003492
initialization-time,wasmerllvm,gemver,0.710177647000819
initialization-time,wasmerllvm,symm,0.6955966250025085
initialization-time,wasmerllvm,trisolv,0.690559693997784
initialization-time,wasmerllvm,durbin,0.688536434994603
initialization-time,wasmerllvm,ludcmp,0.7093858709995402
initialization-time,wasmerllvm,gramschmidt,0.6969319130002987
initialization-time,wasmerllvm,cholesky,0.6974200479962747
initialization-time,wasmerllvm,lu,0.6952883179983473
initialization-time,wasmerllvm,floyd-warshall,0.6999728539958596
initialization-time,wasmerllvm,nussinov,0.6946648890007054
initialization-time,wasmerllvm,deriche,0.7042834730018512
initialization-time,wasmerllvm,heat-3d,0.7113036430018838
initialization-time,wasmerllvm,seidel-2d,0.6439746860050946
initialization-time,wasmerllvm,jacobi-2d,0.6447745350014884
initialization-time,wasmerllvm,adi,0.675739477002935
initialization-time,wasmerllvm,fdtd-2d,0.6618435909986147
initialization-time,wasmerllvm,jacobi-1d,0.6439838369988138
