type,name,test,value
execution-time,x8664generic,2mm,3.055887
execution-time,x8664generic,3mm,5.953095
execution-time,x8664generic,adi,8.346226
execution-time,x8664generic,atax,0.005903
execution-time,x8664generic,bicg,0.008876
execution-time,x8664generic,cholesky,1.40175
execution-time,x8664generic,correlation,5.878327
execution-time,x8664generic,covariance,5.721663
execution-time,x8664generic,deriche,0.231805
execution-time,x8664generic,doitgen,0.520997
execution-time,x8664generic,durbin,0.002816
execution-time,x8664generic,fdtd-2d,1.883067
execution-time,x8664generic,floyd-warshall,13.204653
execution-time,x8664generic,gemm,0.651583
execution-time,x8664generic,gemver,0.022092
execution-time,x8664generic,gesummv,0.00444
execution-time,x8664generic,gramschmidt,9.985275
execution-time,x8664generic,heat-3d,2.018534
execution-time,x8664generic,jacobi-1d,0.000745
execution-time,x8664generic,jacobi-2d,1.613717
execution-time,x8664generic,lu,8.265945
execution-time,x8664generic,ludcmp,7.729809
execution-time,x8664generic,mvt,0.019692
execution-time,x8664generic,nussinov,5.924941
execution-time,x8664generic,seidel-2d,18.558528
execution-time,x8664generic,symm,3.180687
execution-time,x8664generic,syr2k,4.637701
execution-time,x8664generic,syrk,0.89945
execution-time,x8664generic,trisolv,0.002384
execution-time,x8664generic,trmm,2.202144
