type,name,test,value
execution-time,x8664generic,2mm,2.760652
execution-time,x8664generic,3mm,5.070352
execution-time,x8664generic,adi,8.344026
execution-time,x8664generic,atax,0.005322
execution-time,x8664generic,bicg,0.008878
execution-time,x8664generic,cholesky,1.398032
execution-time,x8664generic,correlation,5.550346
execution-time,x8664generic,covariance,5.609907
execution-time,x8664generic,deriche,0.225543
execution-time,x8664generic,doitgen,0.519298
execution-time,x8664generic,durbin,0.002662
execution-time,x8664generic,fdtd-2d,1.828969
execution-time,x8664generic,floyd-warshall,12.611198
execution-time,x8664generic,gemm,0.58959
execution-time,x8664generic,gemver,0.022171
execution-time,x8664generic,gesummv,0.003952
execution-time,x8664generic,gramschmidt,10.062894
execution-time,x8664generic,heat-3d,2.012014
execution-time,x8664generic,jacobi-1d,0.000642
execution-time,x8664generic,jacobi-2d,1.55756
execution-time,x8664generic,lu,7.095209
execution-time,x8664generic,ludcmp,6.88314
execution-time,x8664generic,mvt,0.019414
execution-time,x8664generic,nussinov,5.434771
execution-time,x8664generic,seidel-2d,18.498373
execution-time,x8664generic,symm,2.949366
execution-time,x8664generic,syr2k,4.286517
execution-time,x8664generic,syrk,0.821621
execution-time,x8664generic,trisolv,0.00218
execution-time,x8664generic,trmm,2.15541
