type,name,test,value
execution-time,nodejswasm,covariance,5.819
execution-time,nodejswasm,correlation,5.96
execution-time,nodejswasm,mvt,0.021
execution-time,nodejswasm,bicg,0.009
execution-time,nodejswasm,doitgen,0.578
execution-time,nodejswasm,2mm,4.374
execution-time,nodejswasm,atax,0.007
execution-time,nodejswasm,3mm,7.867
execution-time,nodejswasm,gesummv,0.004
execution-time,nodejswasm,syrk,1.53
execution-time,nodejswasm,gemm,1.787
execution-time,nodejswasm,syr2k,5.146
execution-time,nodejswasm,trmm,2.304
execution-time,nodejswasm,gemver,0.029
execution-time,nodejswasm,symm,3.661
execution-time,nodejswasm,trisolv,0.002
execution-time,nodejswasm,durbin,0.004
execution-time,nodejswasm,ludcmp,8.774
execution-time,nodejswasm,gramschmidt,10.054
execution-time,nodejswasm,cholesky,1.525
execution-time,nodejswasm,lu,8.837
execution-time,nodejswasm,floyd-warshall,35.509
execution-time,nodejswasm,nussinov,7.985
execution-time,nodejswasm,deriche,0.236
execution-time,nodejswasm,heat-3d,4.581
execution-time,nodejswasm,seidel-2d,20.542
execution-time,nodejswasm,jacobi-2d,2.936
execution-time,nodejswasm,adi,8.886
execution-time,nodejswasm,fdtd-2d,3.161
execution-time,nodejswasm,jacobi-1d,0.002
