type,name,test,value
execution-time,wasmer,covariance,6.723935
execution-time,wasmer,correlation,6.693813
execution-time,wasmer,mvt,0.031244
execution-time,wasmer,bicg,0.024494
execution-time,wasmer,doitgen,1.289255
execution-time,wasmer,2mm,7.936313
execution-time,wasmer,atax,0.0211
execution-time,wasmer,3mm,15.831931
execution-time,wasmer,gesummv,0.009854
execution-time,wasmer,syrk,3.80467
execution-time,wasmer,gemm,3.736903
execution-time,wasmer,syr2k,10.007271
execution-time,wasmer,trmm,2.925521
execution-time,wasmer,gemver,0.049768
execution-time,wasmer,symm,6.424892
execution-time,wasmer,trisolv,0.004406
execution-time,wasmer,durbin,0.012882
execution-time,wasmer,ludcmp,12.463222
execution-time,wasmer,gramschmidt,10.019091
execution-time,wasmer,cholesky,3.027274
execution-time,wasmer,lu,13.582519
execution-time,wasmer,floyd-warshall,84.264411
execution-time,wasmer,nussinov,13.627578
execution-time,wasmer,deriche,0.250182
execution-time,wasmer,heat-3d,11.405283
execution-time,wasmer,seidel-2d,21.641278
execution-time,wasmer,jacobi-2d,8.154728
execution-time,wasmer,adi,10.2661
execution-time,wasmer,fdtd-2d,7.325075
execution-time,wasmer,jacobi-1d,0.006583
