type,name,test,value
execution-time,nodejswasm,covariance,5.809
execution-time,nodejswasm,correlation,5.872
execution-time,nodejswasm,mvt,0.021
execution-time,nodejswasm,bicg,0.009
execution-time,nodejswasm,doitgen,0.569
execution-time,nodejswasm,2mm,4.308
execution-time,nodejswasm,atax,0.008
execution-time,nodejswasm,3mm,7.706
execution-time,nodejswasm,gesummv,0.004
execution-time,nodejswasm,syrk,1.533
execution-time,nodejswasm,gemm,1.788
execution-time,nodejswasm,syr2k,5.179
execution-time,nodejswasm,trmm,2.34
execution-time,nodejswasm,gemver,0.029
execution-time,nodejswasm,symm,3.705
execution-time,nodejswasm,trisolv,0.002
execution-time,nodejswasm,durbin,0.005
execution-time,nodejswasm,ludcmp,8.733
execution-time,nodejswasm,gramschmidt,10.021
execution-time,nodejswasm,cholesky,1.524
execution-time,nodejswasm,lu,8.879
execution-time,nodejswasm,floyd-warshall,35.405
execution-time,nodejswasm,nussinov,8.148
execution-time,nodejswasm,deriche,0.237
execution-time,nodejswasm,heat-3d,4.59
execution-time,nodejswasm,seidel-2d,20.536
execution-time,nodejswasm,jacobi-2d,2.893
execution-time,nodejswasm,adi,8.896
execution-time,nodejswasm,fdtd-2d,3.158
execution-time,nodejswasm,jacobi-1d,0.002
