type,name,test,value
execution-time,wavmsimd,covariance,5.851331
execution-time,wavmsimd,correlation,5.874802
execution-time,wavmsimd,mvt,0.021029
execution-time,wavmsimd,bicg,0.009395
execution-time,wavmsimd,doitgen,0.544482
execution-time,wavmsimd,2mm,3.743431
execution-time,wavmsimd,atax,0.00718
execution-time,wavmsimd,3mm,6.42171
execution-time,wavmsimd,gesummv,0.004082
execution-time,wavmsimd,syrk,1.39943
execution-time,wavmsimd,gemm,1.195561
execution-time,wavmsimd,syr2k,5.094189
execution-time,wavmsimd,trmm,2.374163
execution-time,wavmsimd,gemver,0.026617
execution-time,wavmsimd,symm,3.396574
execution-time,wavmsimd,trisolv,0.002424
execution-time,wavmsimd,durbin,0.005085
execution-time,wavmsimd,ludcmp,8.111147
execution-time,wavmsimd,gramschmidt,10.24622
execution-time,wavmsimd,cholesky,1.506273
execution-time,wavmsimd,lu,8.487283
execution-time,wavmsimd,floyd-warshall,17.345473
execution-time,wavmsimd,nussinov,6.768725
execution-time,wavmsimd,deriche,0.229185
execution-time,wavmsimd,heat-3d,4.833584
execution-time,wavmsimd,seidel-2d,18.568586
execution-time,wavmsimd,jacobi-2d,2.954789
execution-time,wavmsimd,adi,8.318065
execution-time,wavmsimd,fdtd-2d,2.767897
execution-time,wavmsimd,jacobi-1d,0.001965
